1, nan, 0
2, nan, 0.1349
3, nan, 0.25195
4, nan, 0.3534
5, nan, 0.431575
6, -nan, 0.50565
7, -nan, 0.564825
8, -nan, 0.6238
9, nan, 0.6666
10, nan, 0.70515
11, nan, 0.7434
12, -nan, 0.771625
13, nan, 0.80035
14, nan, 0.820725
15, nan, 0.843625
16, nan, 0.860825
17, -nan, 0.879175
18, nan, 0.893225
19, nan, 0.90515
20, nan, 0.914625
21, nan, 0.9249
22, nan, 0.935025
23, nan, 0.940825
24, nan, 0.94745
25, nan, 0.954425
26, nan, 0.958375
27, nan, 0.963525
28, nan, 0.96705
29, nan, 0.971575
30, -nan, 0.975025
31, nan, 0.97605
32, nan, 0.978325
33, -nan, 0.9817
34, -nan, 0.982825
35, -nan, 0.985875
36, -nan, 0.9877
37, -nan, 0.988725
38, -nan, 0.98975
39, -nan, 0.991025
40, -nan, 0.99195
41, -nan, 0.993175
42, -nan, 0.993875
43, nan, 0.99465
44, nan, 0.9953
45, -nan, 0.99555
46, -nan, 0.99625
47, nan, 0.9964
48, nan, 0.99675
49, nan, 0.996875
50, nan, 0.997625
51, nan, 0.99785
52, nan, 0.997875
53, -nan, 0.998525
54, -nan, 0.99845
55, nan, 0.998625
56, -nan, 0.9987
57, -nan, 0.998825
58, -nan, 0.999375
59, -nan, 0.99915
60, -nan, 0.999475
61, nan, 0.999325
62, nan, 0.999375
63, nan, 0.999525
64, nan, 0.999675
65, nan, 0.999575
66, nan, 0.999675
67, nan, 0.999775
68, -nan, 0.99955
69, -nan, 0.9997
70, -nan, 0.99975
71, nan, 0.999875
72, nan, 0.999775
73, nan, 0.999775
74, nan, 0.999775
75, nan, 0.99985
76, -nan, 0.99985
77, -nan, 0.999925
78, -nan, 0.99985
79, nan, 0.999925
80, nan, 0.999925
81, -nan, 0.9999
82, nan, 0.99995
83, nan, 0.999925
84, nan, 0.99995
85, nan, 0.999975
86, nan, 1
87, nan, 0.999975
88, nan, 1
89, nan, 1
90, nan, 0.999975
91, nan, 0.99995
92, nan, 1
93, nan, 1
94, nan, 1
95, nan, 1
96, -nan, 1
97, -nan, 1
98, -nan, 1
99, -nan, 1
100, -nan, 1
101, -nan, 1
102, -nan, 0.999975
103, -nan, 1
104, nan, 1
105, nan, 1
106, nan, 1
107, -nan, 1
108, nan, 1
109, nan, 1
110, -nan, 1
111, nan, 1
112, nan, 1
113, nan, 1
114, nan, 1
115, nan, 1
116, nan, 1
117, nan, 1
118, nan, 1
119, -nan, 1
120, nan, 1
121, nan, 1
122, nan, 1
123, nan, 1
124, -nan, 1
125, -nan, 1
126, nan, 1
127, nan, 1
128, nan, 1
