1, 0.0311881, 1
2, 0.0623843, 1
3, 0.0934372, 0.995175
4, 0.124187, 0.98525
5, 0.154641, 0.975625
6, 0.184603, 0.959725
7, 0.214025, 0.94225
8, 0.242935, 0.925775
9, 0.271211, 0.90535
10, 0.298728, 0.881
11, 0.325636, 0.861375
12, 0.351757, 0.836125
13, 0.377096, 0.81105
14, 0.40179, 0.790325
15, 0.425735, 0.7663
16, 0.448892, 0.741025
17, 0.471425, 0.721025
18, 0.493069, 0.692525
19, 0.514115, 0.67335
20, 0.534361, 0.64775
21, 0.554011, 0.628625
22, 0.57288, 0.60365
23, 0.591092, 0.582575
24, 0.608542, 0.5582
25, 0.625526, 0.54325
26, 0.641835, 0.52165
27, 0.657444, 0.49925
28, 0.672386, 0.477875
29, 0.686844, 0.4624
30, 0.7007, 0.443125
31, 0.713901, 0.422175
32, 0.726652, 0.407775
33, 0.738844, 0.389875
34, 0.750656, 0.37775
35, 0.761792, 0.356075
36, 0.772556, 0.344175
37, 0.782894, 0.33055
38, 0.792827, 0.3176
39, 0.802254, 0.301425
40, 0.811341, 0.290525
41, 0.820042, 0.2782
42, 0.828361, 0.265975
43, 0.836249, 0.2522
44, 0.843865, 0.243475
45, 0.851023, 0.228875
46, 0.85796, 0.22175
47, 0.864597, 0.212175
48, 0.870998, 0.20465
49, 0.877083, 0.194525
50, 0.88291, 0.186275
51, 0.888515, 0.179175
52, 0.893767, 0.167875
53, 0.898889, 0.16375
54, 0.903787, 0.156575
55, 0.90836, 0.146175
56, 0.912773, 0.141075
57, 0.916931, 0.1329
58, 0.920909, 0.12715
59, 0.92472, 0.121825
60, 0.928395, 0.11745
61, 0.931902, 0.1121
62, 0.935187, 0.105025
63, 0.938398, 0.102625
64, 0.941391, 0.09565
65, 0.944214, 0.09025
66, 0.946947, 0.08735
67, 0.949618, 0.08535
68, 0.952147, 0.080825
69, 0.954486, 0.074775
70, 0.956737, 0.071925
71, 0.958864, 0.068
72, 0.960866, 0.063975
73, 0.962775, 0.061025
74, 0.964586, 0.057875
75, 0.966301, 0.0548
76, 0.967958, 0.052975
77, 0.969565, 0.05135
78, 0.971138, 0.05025
79, 0.972629, 0.04765
80, 0.974002, 0.0439
81, 0.975259, 0.040175
82, 0.976492, 0.0394
83, 0.97769, 0.038275
84, 0.978848, 0.037
85, 0.97993, 0.034575
86, 0.980972, 0.0333
87, 0.981964, 0.0317
88, 0.9829, 0.029925
89, 0.983765, 0.027625
90, 0.984603, 0.026775
91, 0.98538, 0.02485
92, 0.986149, 0.024575
93, 0.986862, 0.022775
94, 0.98755, 0.021975
95, 0.988203, 0.020875
96, 0.988787, 0.01865
97, 0.989364, 0.01845
98, 0.989894, 0.01695
99, 0.99039, 0.015825
100, 0.990915, 0.016775
101, 0.991399, 0.015475
102, 0.991796, 0.012675
103, 0.992211, 0.013275
104, 0.992584, 0.011925
105, 0.99297, 0.012325
106, 0.993353, 0.01225
107, 0.993694, 0.0109
108, 0.994039, 0.011
109, 0.994358, 0.0102
110, 0.994665, 0.0098
111, 0.994922, 0.008225
112, 0.995167, 0.007825
113, 0.995412, 0.00785
114, 0.995657, 0.0078
115, 0.995901, 0.0078
116, 0.996134, 0.00745
117, 0.996315, 0.0058
118, 0.996498, 0.005825
119, 0.996688, 0.006075
120, 0.996861, 0.005525
121, 0.997031, 0.005425
122, 0.997201, 0.00545
123, 0.997315, 0.003625
124, 0.997452, 0.004375
125, 0.997579, 0.004075
126, 0.997702, 0.003925
127, 0.997811, 0.0035
128, 0.997926, 0.00365
